track_id,xmin,ymin,xmax,ymax,frame,lost,occluded,generated,label
28,1160.0,425.0,1217.0,455.0,7980,0,0,1,Biker
28,1162.0,425.0,1219.0,455.0,7981,0,0,1,Biker
28,1166.0,425.0,1222.0,455.0,7982,0,0,1,Biker
28,1167.0,425.0,1224.0,455.0,7983,0,0,1,Biker
28,1171.0,425.0,1228.0,455.0,7984,0,0,1,Biker
28,1173.0,425.0,1230.0,455.0,7985,0,0,1,Biker
28,1177.0,425.0,1233.0,455.0,7986,0,0,1,Biker
28,1178.0,425.0,1235.0,455.0,7987,0,0,1,Biker
28,1182.0,425.0,1239.0,455.0,7988,0,0,1,Biker
28,1184.0,425.0,1241.0,455.0,7989,0,0,1,Biker
28,1188.0,425.0,1244.0,455.0,7990,0,0,1,Biker
28,1189.0,425.0,1246.0,455.0,7991,0,0,1,Biker
28,1193.0,425.0,1250.0,455.0,7992,0,0,1,Biker
28,1197.0,425.0,1253.0,455.0,7993,0,0,0,Biker
28,1199.0,424.0,1255.0,454.0,7994,0,0,1,Biker
28,1200.0,424.0,1257.0,454.0,7995,0,0,1,Biker
28,1202.0,424.0,1259.0,454.0,7996,0,0,1,Biker
28,1204.0,424.0,1261.0,454.0,7997,0,0,1,Biker
28,1206.0,424.0,1262.0,454.0,7998,0,0,1,Biker
28,1208.0,424.0,1264.0,454.0,7999,0,0,1,Biker
28,1209.0,424.0,1266.0,454.0,8000,0,0,0,Biker
28,1211.0,422.0,1268.0,454.0,8001,0,0,1,Biker
28,1213.0,422.0,1270.0,454.0,8002,0,0,1,Biker
28,1217.0,422.0,1272.0,455.0,8003,0,0,1,Biker
28,1219.0,422.0,1273.0,455.0,8004,0,0,1,Biker
28,1222.0,422.0,1275.0,457.0,8005,0,0,1,Biker
28,1224.0,420.0,1277.0,457.0,8006,0,0,1,Biker
28,1228.0,420.0,1279.0,459.0,8007,0,0,1,Biker
28,1230.0,420.0,1281.0,459.0,8008,0,0,1,Biker
28,1233.0,420.0,1283.0,461.0,8009,0,0,1,Biker
28,1235.0,420.0,1286.0,461.0,8010,0,0,1,Biker
28,1237.0,418.0,1288.0,461.0,8011,0,0,1,Biker
28,1241.0,418.0,1290.0,462.0,8012,0,0,1,Biker
28,1242.0,418.0,1292.0,462.0,8013,0,0,1,Biker
28,1246.0,418.0,1294.0,464.0,8014,0,0,1,Biker
28,1248.0,418.0,1295.0,464.0,8015,0,0,1,Biker
28,1252.0,416.0,1297.0,466.0,8016,0,0,1,Biker
28,1253.0,416.0,1299.0,466.0,8017,0,0,1,Biker
28,1257.0,416.0,1301.0,468.0,8018,0,0,1,Biker
28,1259.0,416.0,1303.0,468.0,8019,0,0,1,Biker
28,1262.0,416.0,1306.0,469.0,8020,1,0,0,Biker
28,1262.0,416.0,1306.0,469.0,8021,1,0,1,Biker
28,1262.0,416.0,1306.0,469.0,8022,1,0,1,Biker
28,1264.0,416.0,1306.0,469.0,8023,1,0,1,Biker
28,1264.0,416.0,1306.0,469.0,8024,1,0,1,Biker
28,1264.0,416.0,1308.0,469.0,8025,1,0,1,Biker
28,1266.0,416.0,1308.0,469.0,8026,1,0,1,Biker
28,1266.0,416.0,1308.0,469.0,8027,1,0,1,Biker
28,1266.0,416.0,1308.0,469.0,8028,1,0,1,Biker
28,1268.0,416.0,1308.0,469.0,8029,1,0,1,Biker
28,1268.0,416.0,1310.0,469.0,8030,1,0,1,Biker
28,1268.0,416.0,1310.0,469.0,8031,1,0,1,Biker
28,1270.0,416.0,1310.0,469.0,8032,1,0,1,Biker
28,1270.0,416.0,1310.0,469.0,8033,1,0,1,Biker
28,1270.0,416.0,1310.0,469.0,8034,1,0,1,Biker
28,1272.0,416.0,1312.0,469.0,8035,1,0,1,Biker
28,1272.0,416.0,1312.0,469.0,8036,1,0,1,Biker
28,1272.0,416.0,1312.0,469.0,8037,1,0,1,Biker
28,1273.0,416.0,1312.0,469.0,8038,1,0,1,Biker
28,1273.0,416.0,1312.0,469.0,8039,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8040,1,0,0,Biker
28,1275.0,418.0,1314.0,471.0,8041,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8042,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8043,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8044,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8045,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8046,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8047,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8048,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8049,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8050,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8051,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8052,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8053,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8054,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8055,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8056,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8057,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8058,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8059,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8060,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8061,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8062,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8063,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8064,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8065,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8066,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8067,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8068,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8069,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8070,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8071,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8072,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8073,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8074,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8075,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8076,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8077,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8078,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8079,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8080,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8081,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8082,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8083,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8084,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8085,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8086,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8087,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8088,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8089,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8090,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8091,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8092,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8093,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8094,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8095,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8096,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8097,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8098,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8099,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8100,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8101,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8102,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8103,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8104,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8105,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8106,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8107,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8108,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8109,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8110,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8111,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8112,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8113,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8114,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8115,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8116,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8117,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8118,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8119,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8120,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8121,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8122,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8123,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8124,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8125,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8126,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8127,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8128,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8129,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8130,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8131,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8132,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8133,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8134,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8135,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8136,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8137,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8138,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8139,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8140,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8141,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8142,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8143,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8144,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8145,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8146,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8147,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8148,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8149,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8150,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8151,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8152,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8153,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8154,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8155,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8156,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8157,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8158,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8159,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8160,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8161,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8162,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8163,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8164,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8165,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8166,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8167,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8168,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8169,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8170,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8171,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8172,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8173,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8174,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8175,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8176,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8177,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8178,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8179,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8180,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8181,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8182,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8183,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8184,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8185,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8186,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8187,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8188,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8189,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8190,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8191,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8192,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8193,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8194,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8195,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8196,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8197,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8198,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8199,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8200,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8201,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8202,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8203,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8204,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8205,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8206,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8207,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8208,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8209,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8210,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8211,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8212,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8213,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8214,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8215,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8216,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8217,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8218,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8219,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8220,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8221,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8222,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8223,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8224,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8225,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8226,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8227,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8228,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8229,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8230,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8231,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8232,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8233,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8234,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8235,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8236,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8237,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8238,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8239,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8240,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8241,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8242,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8243,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8244,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8245,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8246,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8247,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8248,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8249,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8250,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8251,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8252,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8253,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8254,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8255,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8256,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8257,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8258,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8259,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8260,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8261,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8262,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8263,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8264,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8265,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8266,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8267,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8268,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8269,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8270,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8271,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8272,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8273,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8274,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8275,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8276,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8277,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8278,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8279,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8280,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8281,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8282,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8283,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8284,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8285,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8286,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8287,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8288,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8289,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8290,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8291,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8292,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8293,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8294,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8295,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8296,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8297,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8298,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8299,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8300,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8301,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8302,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8303,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8304,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8305,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8306,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8307,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8308,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8309,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8310,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8311,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8312,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8313,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8314,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8315,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8316,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8317,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8318,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8319,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8320,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8321,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8322,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8323,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8324,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8325,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8326,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8327,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8328,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8329,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8330,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8331,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8332,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8333,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8334,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8335,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8336,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8337,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8338,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8339,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8340,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8341,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8342,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8343,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8344,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8345,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8346,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8347,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8348,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8349,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8350,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8351,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8352,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8353,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8354,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8355,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8356,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8357,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8358,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8359,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8360,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8361,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8362,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8363,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8364,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8365,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8366,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8367,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8368,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8369,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8370,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8371,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8372,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8373,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8374,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8375,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8376,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8377,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8378,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8379,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8380,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8381,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8382,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8383,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8384,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8385,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8386,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8387,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8388,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8389,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8390,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8391,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8392,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8393,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8394,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8395,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8396,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8397,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8398,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8399,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8400,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8401,1,0,1,Biker
28,1275.0,418.0,1314.0,471.0,8402,1,0,1,Biker
